version,rarity,hp,attack,magic_attack,defense,magic_defense,agility
v1,E,1892,349,84,596,401,69
v1,E,1628,129,401,456,528,69
v1,E,1559,100,383,527,558,69
v1,E,1384,310,528,400,263,68
v1,E,1592,590,241,301,273,68
v1,E,1864,395,217,480,278,68
v1,E,1732,497,73,595,285,68
v1,E,1593,213,528,411,292,68
v1,E,1804,464,114,469,366,68
v1,E,1815,257,415,312,384,68
v1,E,1926,199,191,650,395,68
v1,E,1496,138,490,470,440,68
v1,E,1897,480,60,395,450,68
v1,E,1800,121,395,456,469,68
v1,E,1685,137,340,557,479,68
v1,E,1499,289,445,263,494,68
v1,E,1397,319,440,256,514,68
v1,E,1721,274,231,397,582,68
v1,E,1977,213,196,394,600,68
v1,E,1499,509,73,372,602,68
v1,E,1762,335,179,309,637,68
v1,E,1379,423,411,401,274,67
v1,E,1687,262,322,526,359,67
v1,E,1713,202,459,395,368,67
v1,E,1796,452,59,540,397,67
v1,E,1511,218,560,251,440,67
v1,E,1959,297,121,545,448,67
v1,E,1397,351,201,566,503,67
v1,E,1515,374,159,502,538,67
v1,E,1502,152,389,486,549,67
v1,E,1845,89,475,264,574,67
v1,E,1457,123,295,652,580,67
v1,E,1407,269,321,399,611,67
v1,E,1893,399,125,241,631,67
v1,E,1983,404,235,420,248,66
v1,E,1774,371,230,569,253,66
v1,E,1885,84,465,569,274,66
v1,E,1893,555,139,356,276,66
v1,E,1784,307,313,491,299,66
v1,E,1517,104,514,617,303,66
v1,E,1715,283,517,248,318,66
v1,E,1598,565,248,276,327,66
v1,E,1913,454,181,380,327,66
v1,E,1515,308,512,285,347,66
v1,E,1706,346,187,603,348,66
v1,E,1467,275,346,584,355,66
v1,E,1373,490,357,295,366,66
v1,E,1759,194,494,319,386,66
v1,E,1788,144,371,549,389,66
v1,E,1621,484,134,464,407,66
v1,E,1578,417,307,320,420,66
v1,E,1925,201,337,420,420,66
v1,E,1907,317,290,303,447,66
v1,E,1445,337,402,286,495,66
v1,E,1798,122,330,519,504,66
v1,E,1898,179,386,308,506,66
v1,E,1412,403,263,391,511,66
v1,E,1776,491,113,296,521,66
v1,E,1425,300,300,444,546,66
v1,E,1527,160,404,374,619,66
v1,E,1740,333,231,253,638,66
v1,E,1908,277,248,620,250,65
v1,E,1524,238,459,544,263,65
v1,E,1771,434,197,515,269,65
v1,E,1417,447,398,376,270,65
v1,E,1560,242,542,388,278,65
v1,E,1577,515,98,612,290,65
v1,E,1965,100,458,447,348,65
v1,E,1371,432,367,374,360,65
v1,E,1396,207,564,354,408,65
v1,E,1613,205,463,393,413,65
v1,E,1637,157,540,281,472,65
v1,E,1989,111,243,588,487,65
v1,E,1462,283,432,316,495,65
v1,E,1902,88,500,286,496,65
v1,E,1971,230,284,307,548,65
v1,E,1371,533,243,516,254,64
v1,E,1549,552,252,336,309,64
v1,E,1859,540,171,277,353,64
v1,E,1737,106,604,311,379,64
v1,E,1734,100,537,411,384,64
v1,E,1427,209,381,587,422,64
v1,E,1872,418,254,251,429,64
v1,E,1830,210,403,308,476,64
v1,E,1554,467,239,284,498,64
v1,E,1590,592,57,328,519,64
v1,E,1474,434,228,627,259,63
v1,E,1762,426,266,417,289,63
v1,E,1973,328,376,296,293,63
v1,E,1597,369,322,493,293,63
v1,E,1785,65,569,424,354,63
v1,E,1495,173,553,399,386,63
v1,E,1522,328,385,400,391,63
v1,E,1808,402,133,512,397,63
v1,E,1962,289,165,543,408,63
v1,E,1638,381,288,387,411,63
v1,E,1554,223,452,400,429,63
v1,E,1871,261,103,623,500,63
v1,E,1473,249,474,290,509,63
v1,E,1842,93,485,316,515,63
v1,E,1387,570,179,280,524,63
v1,E,1939,134,162,614,574,63
v1,E,1682,407,88,447,579,63
v1,E,1752,196,587,333,251,62
v1,E,1428,387,265,657,269,62
v1,E,1685,589,110,406,330,62
v1,E,1938,74,328,599,441,62
v1,E,1400,425,272,415,459,62
v1,E,1424,173,370,476,607,62
v1,E,1638,296,153,467,648,62
v1,E,1609,393,119,384,655,62
v1,E,1989,394,248,374,301,61
v1,E,1560,253,357,589,337,61
v1,E,1879,355,227,476,338,61
v1,E,1593,526,142,482,345,61
v1,E,1671,288,426,363,361,61
v1,E,1781,383,269,374,386,61
v1,E,1384,512,362,244,388,61
v1,E,1962,190,223,622,394,61
v1,E,1644,565,143,295,450,61
v1,E,1498,390,366,249,497,61
v1,E,1449,372,116,607,546,61
v1,E,1563,427,251,270,557,61
v1,E,1753,177,449,252,558,61
v1,E,1638,447,88,434,562,61
v1,E,1805,328,92,449,631,61
v1,E,1539,522,299,328,309,60
v1,E,1702,255,477,360,326,60
v1,E,1383,406,454,310,345,60
v1,E,1698,332,264,496,386,60
v1,E,1792,188,509,305,388,60
v1,E,1639,211,356,541,411,60
v1,E,1385,122,490,533,476,60
v1,E,1617,78,582,353,477,60
v1,E,1441,428,159,510,508,60
v1,E,1705,489,69,411,523,60
v1,E,1558,407,124,413,629,60
v1,E,1966,218,491,342,254,59
v1,E,1615,278,485,413,274,59
v1,E,1942,496,204,321,299,59
v1,E,1618,243,467,389,372,59
v1,E,1853,598,132,242,378,59
v1,E,1528,501,221,394,392,59
v1,E,1688,294,214,587,429,59
v1,E,1662,253,237,616,438,59
v1,E,1794,364,162,476,463,59
v1,E,1435,71,507,524,513,59
v1,E,1788,460,194,245,514,59
v1,E,1617,103,542,334,520,59
v1,E,1766,251,210,508,538,59
v1,E,1371,185,338,560,585,59
v1,E,1417,552,127,304,597,59
v1,E,1489,329,184,487,616,59
v1,E,1471,173,277,559,643,59
v1,E,1772,340,500,259,246,58
v1,E,1528,343,515,344,251,58
v1,E,1634,423,197,624,260,58
v1,E,1433,444,432,309,305,58
v1,E,1386,282,404,570,338,58
v1,E,1911,484,203,268,389,58
v1,E,1898,383,241,291,462,58
v1,E,1659,292,163,641,467,58
v1,E,1956,201,171,617,469,58
v1,E,1899,171,186,635,499,58
v1,E,1858,323,167,442,521,58
v1,E,1383,248,296,512,601,58
v1,E,1587,412,186,329,609,58
v1,E,1458,463,190,286,635,58
v1,E,1807,461,68,296,636,58
v1,E,1701,332,327,548,252,57
v1,E,1952,252,238,611,311,57
v1,E,1680,312,212,627,376,57
v1,E,1854,97,483,439,401,57
v1,E,1495,492,58,604,450,57
v1,E,1677,374,263,349,493,57
v1,E,1623,302,131,645,515,57
v1,E,1543,311,212,551,518,57
v1,E,1467,252,426,361,523,57
v1,E,1634,221,392,358,540,57
v1,E,1560,190,348,477,562,57
v1,E,1782,425,61,437,571,57
v1,E,1511,105,376,501,644,57
v1,E,1858,421,283,423,241,56
v1,E,1562,537,263,420,247,56
v1,E,1655,395,306,517,247,56
v1,E,1766,485,239,421,258,56
v1,E,1747,153,477,529,293,56
v1,E,1857,134,531,424,296,56
v1,E,1760,100,414,626,355,56
v1,E,1605,323,444,332,362,56
v1,E,1930,542,130,301,374,56
v1,E,1965,226,462,252,384,56
v1,E,1798,408,66,598,422,56
v1,E,1699,385,120,595,429,56
v1,E,1735,161,532,308,430,56
v1,E,1908,296,257,407,449,56
v1,E,1719,413,172,418,482,56
v1,E,1647,437,77,553,482,56
v1,E,1460,360,196,543,521,56
v1,E,1674,370,248,276,598,56
v1,E,1567,299,146,558,614,56
v1,E,1749,145,285,467,640,56
v1,E,1974,287,355,437,262,55
v1,E,1600,363,257,643,266,55
v1,E,1825,150,488,503,274,55
v1,E,1421,192,553,518,298,55
v1,E,1678,80,570,528,301,55
v1,E,1625,565,233,313,330,55
v1,E,1485,286,326,639,336,55
v1,E,1769,387,260,426,364,55
v1,E,1790,148,436,494,376,55
v1,E,1905,497,58,441,416,55
v1,E,1990,212,180,625,424,55
v1,E,1617,249,510,278,425,55
v1,E,1902,268,196,563,425,55
v1,E,1884,264,216,545,429,55
v1,E,1876,373,262,282,475,55
v1,E,1735,107,305,645,497,55
v1,E,1750,383,79,563,501,55
v1,E,1728,293,135,617,506,55
v1,E,1437,597,84,384,515,55
v1,E,1696,249,230,538,527,55
v1,E,1530,399,293,302,538,55
v1,E,1460,341,271,441,546,55
v1,E,1903,135,316,454,553,55
v1,E,1959,130,228,557,556,55
v1,E,1872,102,321,470,591,55
v1,E,1947,127,154,613,615,55
v1,E,1560,155,504,599,276,54
v1,E,1955,444,65,612,290,54
v1,E,1470,248,544,436,292,54
v1,E,1452,262,545,418,297,54
v1,E,1615,368,407,376,308,54
v1,E,1860,309,177,650,329,54
v1,E,1485,298,358,521,394,54
v1,E,1962,297,289,380,408,54
v1,E,1619,192,330,524,519,54
v1,E,1409,531,61,456,587,54
v1,E,1448,463,190,343,594,54
v1,E,1950,217,85,599,601,54
v1,E,1630,144,338,476,619,54
v1,E,1588,393,114,449,630,54
v1,E,1410,90,374,586,639,54
v1,E,1749,426,125,286,654,54
v1,E,1598,387,342,517,243,53
v1,E,1863,448,342,292,255,53
v1,E,1461,585,115,600,267,53
v1,E,1974,445,132,515,283,53
v1,E,1517,346,332,560,312,53
v1,E,1777,499,108,526,323,53
v1,E,1728,500,290,285,326,53
v1,E,1649,205,563,340,340,53
v1,E,1825,442,180,406,399,53
v1,E,1585,93,533,512,402,53
v1,E,1876,191,400,371,454,53
v1,E,1440,229,402,517,459,53
v1,E,1711,190,424,389,481,53
v1,E,1491,443,332,240,505,53
v1,E,1595,469,162,387,514,53
v1,E,1942,104,433,335,536,53
v1,E,1662,462,181,277,575,53
v1,E,1750,151,243,584,582,53
v1,E,1837,227,93,633,597,53
v1,E,1381,449,341,529,250,52
v1,E,1690,171,459,600,261,52
v1,E,1868,435,175,496,309,52
v1,E,1592,123,470,643,317,52
v1,E,1721,535,256,257,359,52
v1,E,1692,158,353,641,388,52
v1,E,1616,245,501,328,402,52
v1,E,1378,576,192,394,418,52
v1,E,1680,571,121,300,477,52
v1,E,1428,320,375,353,540,52
v1,E,1591,207,436,332,557,52
v1,E,1608,403,164,377,613,52
v1,E,1533,222,448,622,259,51
v1,E,1960,239,253,642,290,51
v1,E,1789,554,59,544,297,51
v1,E,1761,536,236,315,312,51
v1,E,1417,320,535,273,399,51
v1,E,1539,111,595,367,460,51
v1,E,1581,277,259,567,483,51
v1,E,1534,331,162,648,486,51
v1,E,1979,146,317,411,553,51
v1,E,1564,208,349,457,571,51
v1,E,1818,168,334,408,578,51
v1,E,1404,580,108,605,315,50
v1,E,1886,273,493,238,341,50
v1,E,1548,478,111,630,363,50
v1,E,1785,167,495,385,390,50
v1,E,1422,308,350,554,400,50
v1,E,1395,246,394,568,424,50
v1,E,1384,158,517,491,457,50
v1,E,1424,424,329,306,512,50
v1,E,1902,411,135,370,516,50
v1,E,1981,206,104,639,546,50
v1,E,1866,169,292,430,594,50
v1,E,1432,227,383,422,596,50
v1,E,1619,264,476,453,293,49
v1,E,1710,334,374,432,316,49
v1,E,1803,415,322,345,318,49
v1,E,1565,539,125,516,364,49
v1,E,1630,139,529,473,370,49
v1,E,1692,191,435,459,415,49
v1,E,1477,153,401,657,422,49
v1,E,1862,355,188,464,448,49
v1,E,1746,508,208,260,460,49
v1,E,1854,132,434,413,470,49
v1,E,1672,438,265,289,485,49
v1,E,1370,424,135,600,523,49
v1,E,1577,363,86,595,587,49
v1,E,1638,342,114,542,601,49
v1,E,1593,510,329,377,243,48
v1,E,1887,168,445,560,243,48
v1,E,1487,265,450,505,342,48
v1,E,1666,134,583,406,353,48
v1,E,1914,469,178,348,393,48
v1,E,1768,423,74,607,418,48
v1,E,1398,238,458,496,421,48
v1,E,1673,166,525,324,469,48
v1,E,1751,272,278,369,589,48
v1,E,1682,120,460,323,624,48
v1,E,1768,232,236,415,651,48
v1,E,1485,320,583,306,276,47
v1,E,1697,520,188,484,276,47
v1,E,1854,517,91,503,325,47
v1,E,1832,573,196,277,332,47
v1,E,1584,355,263,610,333,47
v1,E,1960,318,158,606,360,47
v1,E,1934,122,343,585,410,47
v1,E,1875,510,153,314,426,47
v1,E,1753,242,436,344,432,47
v1,E,1513,277,264,651,435,47
v1,E,1536,475,122,520,475,47
v1,E,1476,122,409,607,511,47
v1,E,1861,224,406,282,512,47
v1,E,1502,550,90,389,561,47
v1,E,1441,536,178,258,616,47
v1,E,1933,145,124,635,640,47
v1,E,1692,318,336,604,239,46
v1,E,1394,341,593,327,258,46
v1,E,1929,171,540,321,327,46
v1,E,1800,592,180,257,366,46
v1,E,1615,399,147,608,426,46
v1,E,1704,170,491,335,492,46
v1,E,1546,364,312,361,520,46
v1,E,1809,209,268,505,535,46
v1,E,1374,166,497,411,570,46
v1,E,1631,158,258,642,570,46
v1,E,1632,134,311,588,582,46
v2,E,1977,122,71,641,610,86
v2,E,1635,102,506,280,541,86
v2,E,1947,274,225,308,520,86
v2,E,1906,469,60,298,507,86
v2,E,1663,216,251,515,494,86
v2,E,1827,115,295,555,457,86
v2,E,1932,82,414,410,430,86
v2,E,1734,586,118,246,391,86
v2,E,1650,392,88,612,385,86
v2,E,1659,348,139,632,351,86
v2,E,1493,103,529,580,274,86
v2,E,1688,548,145,402,273,86
v2,E,1970,190,199,397,580,85
v2,E,1578,269,248,405,576,85
v2,E,1614,178,356,398,541,85
v2,E,1605,125,319,532,540,85
v2,E,1695,349,125,449,538,85
v2,E,1614,341,138,522,496,85
v2,E,1946,162,186,638,409,85
v2,E,1815,527,65,368,393,85
v2,E,1519,436,81,647,362,85
v2,E,1676,554,58,451,348,85
v2,E,1610,312,417,331,332,85
v2,E,1851,266,276,495,321,85
v2,E,1967,83,577,272,320,85
v2,E,1554,214,549,333,308,85
v2,E,1954,285,400,263,299,85
v2,E,1890,436,291,271,262,85
v2,E,1532,601,188,362,252,85
v2,E,1566,244,282,321,656,84
v2,E,1517,375,169,370,605,84
v2,E,1677,242,288,350,568,84
v2,E,1978,349,173,253,533,84
v2,E,1743,374,165,350,524,84
v2,E,1644,105,314,578,515,84
v2,E,1984,213,370,258,438,84
v2,E,1689,83,354,626,420,84
v2,E,1801,425,127,441,387,84
v2,E,1818,604,59,274,387,84
v2,E,1909,227,429,270,358,84
v2,E,1907,549,99,287,353,84
v2,E,1507,206,563,330,328,84
v2,E,1887,254,355,395,310,84
v2,E,1503,110,496,632,261,84
v2,E,1959,314,394,285,245,84
v2,E,1845,146,253,417,611,83
v2,E,1692,449,94,290,605,83
v2,E,1842,247,66,560,592,83
v2,E,1970,321,95,370,574,83
v2,E,1513,286,113,657,530,83
v2,E,1836,264,232,382,512,83
v2,E,1642,234,159,626,507,83
v2,E,1706,372,221,361,456,83
v2,E,1580,364,133,563,451,83
v2,E,1492,414,159,522,426,83
v2,E,1633,276,453,268,390,83
v2,E,1819,258,193,631,336,83
v2,E,1905,189,384,419,332,83
v2,E,1786,344,260,441,323,83
v2,E,1504,284,355,536,312,83
v2,E,1822,391,329,275,306,83
v2,E,1510,498,221,435,296,83
v2,E,1518,576,155,458,251,83
v2,E,1627,122,205,648,590,82
v2,E,1868,63,326,452,583,82
v2,E,1829,270,243,317,559,82
v2,E,1577,167,467,316,507,82
v2,E,1900,391,114,406,447,82
v2,E,1791,146,256,616,436,82
v2,E,1681,320,182,554,408,82
v2,E,1606,248,417,374,391,82
v2,E,1480,477,271,326,380,82
v2,E,1865,242,349,377,370,82
v2,E,1724,266,450,272,364,82
v2,E,1511,457,254,413,331,82
v2,E,1741,540,103,494,238,82
v2,E,1578,352,101,428,656,81
v2,E,1817,114,159,588,640,81
v2,E,1794,171,185,511,609,81
v2,E,1737,83,204,641,604,81
v2,E,1558,238,215,563,531,81
v2,E,1811,195,346,334,513,81
v2,E,1642,67,576,303,479,81
v2,E,1548,166,342,556,464,81
v2,E,1752,154,306,567,424,81
v2,E,1696,404,245,351,397,81
v2,E,1586,280,227,616,387,81
v2,E,1566,450,110,551,386,81
v2,E,1980,402,221,275,375,81
v2,E,1917,413,87,517,339,81
v2,E,1687,446,133,566,286,81
v2,E,1642,431,106,655,278,81
v2,E,1985,210,352,462,273,81
v2,E,1920,292,115,341,648,80
v2,E,1696,278,242,356,579,80
v2,E,1512,287,318,338,563,80
v2,E,1477,71,453,544,489,80
v2,E,1853,78,357,495,487,80
v2,E,1647,360,82,586,483,80
v2,E,1926,102,391,448,416,80
v2,E,1846,183,270,548,411,80
v2,E,1638,285,448,306,352,80
v2,E,1578,231,391,503,343,80
v2,E,1533,95,538,585,266,80
v2,E,1569,347,253,277,607,79
v2,E,1479,323,249,378,589,79
v2,E,1751,327,94,523,530,79
v2,E,1536,294,194,558,502,79
v2,E,1711,145,381,423,499,79
v2,E,1932,120,226,624,450,79
v2,E,1750,346,81,604,441,79
v2,E,1644,316,399,258,426,79
v2,E,1675,76,597,332,397,79
v2,E,1700,295,145,654,396,79
v2,E,1777,269,308,450,368,79
v2,E,1599,246,293,628,329,79
v2,E,1498,301,465,363,318,79
v2,E,1867,287,227,554,311,79
v2,E,1536,438,416,251,286,79
v2,E,1781,159,338,652,278,79
v2,E,1538,474,220,506,258,79
v2,E,1939,214,264,639,243,79
v2,E,1473,160,375,373,653,78
v2,E,1978,94,370,337,549,78
v2,E,1872,113,213,597,537,78
v2,E,1923,296,179,374,523,78
v2,E,1905,259,292,320,477,78
v2,E,1596,233,326,497,435,78
v2,E,1633,389,176,508,398,78
v2,E,1593,332,404,320,361,78
v2,E,1719,230,498,278,354,78
v2,E,1745,146,456,449,351,78
v2,E,1608,468,96,619,300,78
v2,E,1839,269,469,288,273,78
v2,E,1940,548,141,312,271,78
v2,E,1959,266,237,578,262,78
v2,E,1753,277,304,570,256,78
v2,E,1952,117,93,652,612,77
v2,E,1944,229,209,374,569,77
v2,E,1842,360,109,398,549,77
v2,E,1814,273,147,532,498,77
v2,E,1827,529,107,265,450,77
v2,E,1529,147,556,315,447,77
v2,E,1641,74,442,541,435,77
v2,E,1851,66,422,500,415,77
v2,E,1614,276,267,559,391,77
v2,E,1964,193,360,412,357,77
v2,E,1860,493,229,263,314,77
v2,E,1758,305,342,438,294,77
v2,E,1542,145,555,472,287,77
v2,E,1673,405,157,608,286,77
v2,E,1963,237,438,326,269,77
v2,E,1914,353,384,286,244,77
v2,E,1855,254,222,302,632,76
v2,E,1619,207,307,369,623,76
v2,E,1858,155,234,555,501,76
v2,E,1752,245,187,548,497,76
v2,E,1716,63,346,648,447,76
v2,E,1472,83,450,588,447,76
v2,E,1749,575,80,294,434,76
v2,E,1541,534,199,285,431,76
v2,E,1567,217,300,612,400,76
v2,E,1523,312,454,285,392,76
v2,E,1844,455,190,315,382,76
v2,E,1843,120,503,367,362,76
v2,E,1869,225,378,400,345,76
v2,E,1590,281,319,555,328,76
v2,E,1733,349,225,570,282,76
v2,E,1785,96,476,548,282,76
v2,E,1639,446,345,311,275,76
v2,E,1480,319,390,511,268,76
v2,E,1974,456,228,324,256,76
v2,E,1823,248,106,479,647,75
v2,E,1669,133,367,348,643,75
v2,E,1894,291,182,285,637,75
v2,E,1978,67,331,371,618,75
v2,E,1923,153,126,572,613,75
v2,E,1675,330,117,460,604,75
v2,E,1645,464,75,444,503,75
v2,E,1566,95,371,594,494,75
v2,E,1487,452,169,427,478,75
v2,E,1668,537,123,304,459,75
v2,E,1737,62,565,319,458,75
v2,E,1900,405,98,442,435,75
v2,E,1724,402,185,446,394,75
v2,E,1707,308,433,307,321,75
v2,E,1760,194,521,396,244,75
v2,E,1830,260,455,364,243,75
v2,E,1881,520,256,254,242,75
v2,E,1528,223,261,448,636,74
v2,E,1943,59,384,326,619,74
v2,E,1725,394,127,340,597,74
v2,E,1485,429,90,499,555,74
v2,E,1644,95,273,654,540,74
v2,E,1850,165,374,356,495,74
v2,E,1740,76,491,396,468,74
v2,E,1576,196,442,377,464,74
v2,E,1914,125,483,294,428,74
v2,E,1922,329,100,558,417,74
v2,E,1774,98,400,536,410,74
v2,E,1710,452,69,548,396,74
v2,E,1740,472,231,300,370,74
v2,E,1704,537,221,246,362,74
v2,E,1744,307,175,644,340,74
v2,E,1683,319,424,323,316,74
v2,E,1604,101,532,530,304,74
v2,E,1719,476,227,408,271,74
v2,E,1536,322,395,484,263,74
v2,E,1581,542,348,240,238,74
v2,E,1694,121,212,593,630,73
v2,E,1546,81,384,490,615,73
v2,E,1871,412,83,308,600,73
v2,E,1651,134,433,463,446,73
v2,E,1942,344,136,501,394,73
v2,E,1576,540,216,287,388,73
v2,E,1821,279,166,647,356,73
v2,E,1518,584,137,436,317,73
v2,E,1715,281,385,422,316,73
v2,E,1476,484,368,287,298,73
v2,E,1627,150,490,572,244,73
v2,E,1892,242,248,256,652,72
v2,E,1611,327,244,299,627,72
v2,E,1639,244,91,624,625,72
v2,E,1474,99,302,621,613,72
v2,E,1571,139,399,403,589,72
v2,E,1854,248,246,337,583,72
v2,E,1836,351,131,367,578,72
v2,E,1608,238,397,297,538,72
v2,E,1879,319,301,239,489,72
v2,E,1475,92,477,521,472,72
v2,E,1893,407,211,283,441,72
v2,E,1725,162,429,486,356,72
v2,E,1506,361,250,570,348,72
v2,E,1651,98,534,490,329,72
v2,E,1903,175,538,321,263,72
v2,E,1666,386,348,410,256,72
v2,E,1683,566,242,298,255,72
v2,E,1479,251,149,646,589,71
v2,E,1686,74,446,385,581,71
v2,E,1569,93,443,431,567,71
v2,E,1739,392,116,436,522,71
v2,E,1522,573,69,357,512,71
v2,E,1897,295,153,481,487,71
v2,E,1900,250,270,380,484,71
v2,E,1478,579,152,280,483,71
v2,E,1539,278,321,449,474,71
v2,E,1784,291,282,394,449,71
v2,E,1875,314,278,344,429,71
v2,E,1482,482,143,484,428,71
v2,E,1985,326,170,459,399,71
v2,E,1488,359,377,358,393,71
v2,E,1761,262,245,579,369,71
v2,E,1896,351,352,251,353,71
v2,E,1573,281,390,483,321,71
v2,E,1614,538,207,358,320,71
v2,E,1477,165,571,439,317,71
v2,E,1560,384,348,421,301,71
v2,E,1802,514,132,460,270,71
v2,E,1983,111,354,267,638,70
v2,E,1791,334,76,442,633,70
v2,E,1801,306,137,406,617,70
v2,E,1479,318,270,363,607,70
v2,E,1612,277,185,483,603,70
v2,E,1621,86,482,341,589,70
v2,E,1737,302,151,484,556,70
v2,E,1544,385,80,586,528,70
v2,E,1705,589,61,259,515,70
v2,E,1806,429,113,366,514,70
v2,E,1654,568,82,321,477,70
v2,E,1885,520,76,290,475,70
v2,E,1942,458,113,304,469,70
v2,E,1539,368,309,354,460,70
v2,E,1925,423,148,349,432,70
v2,E,1531,492,289,239,430,70
v2,E,1673,252,442,301,425,70
v2,E,1834,498,80,424,391,70
v2,E,1580,457,277,333,380,70
v2,E,1564,594,145,335,379,70
v2,E,1881,523,183,238,371,70
v2,E,1912,390,147,472,365,70
v2,E,1731,360,177,581,341,70
v2,E,1630,189,598,276,337,70
v2,E,1856,340,211,511,332,70
v2,E,1523,364,340,457,326,70
v2,E,1965,105,534,352,313,70
v2,E,1601,556,130,475,297,70
v2,E,1604,95,294,542,655,69
v2,E,1602,145,334,418,651,69
v2,E,1563,145,253,656,548,69
v2,E,1718,315,280,306,543,69
v2,E,1831,265,312,299,522,69
v2,E,1715,544,114,240,520,69
v2,E,1566,100,510,383,516,69
v2,E,1929,144,241,633,415,69
v2,E,1958,341,119,533,394,69
v2,E,1629,318,277,507,384,69
v2,E,1698,85,385,656,381,69
v2,E,1868,171,317,558,372,69
v2,E,1735,345,206,569,335,69
v2,E,1808,568,78,399,334,69
v2,E,1652,258,278,634,330,69
v2,E,1627,164,590,346,319,69
v2,E,1589,175,535,440,306,69
v2,E,1837,456,198,422,286,69
v2,E,1816,547,67,491,284,69
v2,E,1701,176,387,344,562,68
v2,E,1888,313,110,462,555,68
v2,E,1773,416,139,359,524,68
v2,E,1664,480,101,385,512,68
v2,E,1595,311,208,530,489,68
v2,E,1734,366,90,628,415,68
v2,E,1551,502,87,560,380,68
v2,E,1829,446,203,356,365,68
v2,E,1911,502,104,404,340,68
v2,E,1900,254,368,408,318,68
v2,E,1886,227,270,615,297,68
v2,E,1753,92,545,497,278,68
v2,E,1681,276,200,402,640,67
v2,E,1969,188,130,587,543,67
v2,E,1670,371,244,336,513,67
v2,E,1580,413,164,439,507,67
v2,E,1596,188,366,477,494,67
v2,E,1539,406,222,458,435,67
v2,E,1857,166,400,408,422,67
v2,E,1618,592,187,281,358,67
v2,E,1897,398,75,621,322,67
v2,E,1652,250,404,481,321,67
v2,E,1973,415,253,375,254,67
v2,E,1774,138,399,375,539,66
v2,E,1518,222,256,655,464,66
v2,E,1673,407,148,512,424,66
v2,E,1770,390,196,491,355,66
v2,E,1925,237,435,303,346,66
v2,E,1626,408,334,395,296,66
v2,E,1931,137,510,387,295,66
v2,E,1523,396,233,630,271,66
v2,E,1912,273,237,635,252,66
v2,E,1508,439,211,238,643,65
v2,E,1654,236,138,570,636,65
v2,E,1588,273,137,574,613,65
v2,E,1492,251,277,457,606,65
v2,E,1907,66,417,341,589,65
v2,E,1659,550,68,268,588,65
v2,E,1820,289,79,579,557,65
v2,E,1627,314,282,360,542,65
v2,E,1886,323,154,461,488,65
v2,E,1719,321,178,552,445,65
v2,E,1896,327,303,282,443,65
v2,E,1488,334,405,336,428,65
v2,E,1595,422,104,592,425,65
v2,E,1930,325,149,561,371,65
v2,E,1926,91,483,433,358,65
v2,E,1543,412,404,291,337,65
v2,E,1713,348,268,507,326,65
v2,E,1780,290,352,451,312,65
v2,E,1750,578,60,481,303,65
v2,E,1842,500,160,414,294,65
v2,E,1631,222,301,445,562,64
v2,E,1546,402,219,396,512,64
v2,E,1517,387,77,641,505,64
v2,E,1605,116,571,286,499,64
v2,E,1685,265,395,300,486,64
v2,E,1917,234,211,516,466,64
v2,E,1643,305,240,508,462,64
v2,E,1494,203,501,362,452,64
v2,E,1687,58,513,506,406,64
v2,E,1911,277,167,623,364,64
v2,E,1904,332,385,264,336,64
v2,E,1685,497,196,441,298,64
v2,E,1976,389,131,595,253,64
v2,E,1781,494,275,333,251,64
v2,E,1868,229,351,567,246,64
v2,E,1597,304,237,348,653,63
v2,E,1845,196,174,511,616,63
v2,E,1486,190,293,522,614,63
v2,E,1615,186,368,363,610,63
v2,E,1788,206,354,298,585,63
v2,E,1824,196,241,469,572,63
v2,E,1848,226,247,435,543,63
v2,E,1944,184,294,400,525,63
v2,E,1762,148,398,394,521,63
v2,E,1867,155,452,272,506,63
v2,E,1924,367,77,479,505,63
v2,E,1886,386,128,415,486,63
v2,E,1529,439,118,553,457,63
v2,E,1559,179,450,456,437,63
v2,E,1621,453,90,592,395,63
v2,E,1840,166,329,621,329,63
v2,E,1891,153,566,300,306,63
v2,E,1978,324,222,509,303,63
v2,E,1616,432,237,507,302,63
v2,E,1583,466,154,603,291,63
v2,E,1610,376,324,481,286,63
v2,E,1557,318,303,649,257,63
v2,E,1513,267,387,244,638,62
v2,E,1734,230,195,536,568,62
v2,E,1977,360,115,376,541,62
v2,E,1629,298,198,530,523,62
v2,E,1508,229,525,249,492,62
v2,E,1717,433,190,381,448,62
v2,E,1959,307,313,280,438,62
v2,E,1651,275,461,270,429,62
v2,E,1491,339,469,278,394,62
v2,E,1717,429,287,344,352,62
v2,E,1764,535,147,372,350,62
v2,E,1793,203,482,375,329,62
v2,E,1869,253,408,394,309,62
v2,E,1727,594,79,464,289,62
v2,E,1741,458,378,254,260,62
v2,E,1815,128,253,493,638,61
v2,E,1482,74,602,242,626,61
v2,E,1985,65,170,636,623,61
v2,E,1651,380,213,309,597,61
v2,E,1833,485,81,394,464,61
v2,E,1668,380,214,449,448,61
v2,E,1648,133,450,523,399,61
v2,E,1640,356,268,479,388,61
v2,E,1527,474,277,387,353,61
v2,E,1988,523,57,421,344,61
v2,E,1935,347,119,625,327,61
v2,E,1819,542,93,462,304,61
v2,E,1930,230,503,271,303,61
v2,E,1882,153,503,436,270,61
v2,E,1714,148,571,430,266,61
v2,E,1642,331,470,367,247,61
v2,E,1677,124,390,356,654,60
